Geography,Cases
"Sac County, Iowa",4.0
"Scott County, Iowa",466.0
"Shelby County, Iowa",3.0
"Sioux County, Iowa",7.0
"Story County, Iowa",67.0
"Tama County, Iowa",21.0
"Taylor County, Iowa",3.0
"Union County, Iowa",4.0
"Van Buren County, Iowa",3.0
"Wapello County, Iowa",61.0
"Warren County, Iowa",38.0
"Washington County, Iowa",18.0
"Wayne County, Iowa",1.0
"Webster County, Iowa",104.0
"Winnebago County, Iowa",8.0
"Winneshiek County, Iowa",1.0
"Woodbury County, Iowa",320.0
"Worth County, Iowa",5.0
"Wright County, Iowa",5.0
"Allen County, Kansas",9.0
"Anderson County, Kansas",0.0
"Atchison County, Kansas",26.0
"Barber County, Kansas",1.0
"Barton County, Kansas",10.0
"Bourbon County, Kansas",12.0
"Brown County, Kansas",8.0
"Butler County, Kansas",67.0
"Chase County, Kansas",0.0
"Chautauqua County, Kansas",1.0
"Cherokee County, Kansas",33.0
"Cheyenne County, Kansas",0.0
"Clark County, Kansas",0.0
"Clay County, Kansas",0.0
"Cloud County, Kansas",8.0
"Coffey County, Kansas",5.0
"Comanche County, Kansas",1.0
"Cowley County, Kansas",28.0
"Crawford County, Kansas",74.0
"Decatur County, Kansas",1.0
"Dickinson County, Kansas",8.0
"Doniphan County, Kansas",7.0
"Douglas County, Kansas",274.0
"Edwards County, Kansas",0.0
"Elk County, Kansas",1.0
"Ellis County, Kansas",17.0
"Ellsworth County, Kansas",3.0
"Finney County, Kansas",41.0
"Ford County, Kansas",32.0
"Franklin County, Kansas",34.0
"Geary County, Kansas",102.0
"Gove County, Kansas",1.0
"Graham County, Kansas",2.0
"Grant County, Kansas",1.0
"Gray County, Kansas",3.0
"Greeley County, Kansas",0.0
"Greenwood County, Kansas",2.0
"Hamilton County, Kansas",0.0
"Harper County, Kansas",4.0
"Harvey County, Kansas",37.0
"Haskell County, Kansas",3.0
"Hodgeman County, Kansas",0.0
"Jackson County, Kansas",15.0
"Jefferson County, Kansas",18.0
"Jewell County, Kansas",1.0
"Johnson County, Kansas",590.0
"Kearny County, Kansas",2.0
"Kingman County, Kansas",2.0
"Kiowa County, Kansas",0.0
"Labette County, Kansas",41.0
"Lane County, Kansas",0.0
"Leavenworth County, Kansas",80.0
"Lincoln County, Kansas",2.0
"Linn County, Kansas",9.0
"Logan County, Kansas",0.0
"Lyon County, Kansas",35.0
"Mcpherson County, Kansas",13.0
"Marion County, Kansas",3.0
"Marshall County, Kansas",4.0
"Meade County, Kansas",1.0
"Miami County, Kansas",33.0
"Mitchell County, Kansas",1.0
"Montgomery County, Kansas",62.0
"Morris County, Kansas",5.0
"Morton County, Kansas",0.0
"Nemaha County, Kansas",3.0
"Neosho County, Kansas",7.0
"Ness County, Kansas",0.0
"Norton County, Kansas",1.0
"Osage County, Kansas",3.0
"Osborne County, Kansas",0.0
"Ottawa County, Kansas",3.0
"Pawnee County, Kansas",2.0
"Phillips County, Kansas",0.0
"Pottawatomie County, Kansas",18.0
"Pratt County, Kansas",4.0
"Rawlins County, Kansas",0.0
"Reno County, Kansas",52.0
"Republic County, Kansas",2.0
"Rice County, Kansas",7.0
"Riley County, Kansas",106.0
"Rooks County, Kansas",0.0
"Rush County, Kansas",0.0
"Russell County, Kansas",2.0
"Saline County, Kansas",82.0
"Scott County, Kansas",2.0
"Sedgwick County, Kansas",0.0
"Seward County, Kansas",5.0
"Shawnee County, Kansas",712.0
"Sheridan County, Kansas",0.0
"Sherman County, Kansas",1.0
"Smith County, Kansas",0.0
"Stafford County, Kansas",0.0
"Stanton County, Kansas",0.0
"Stevens County, Kansas",2.0
"Sumner County, Kansas",26.0
"Thomas County, Kansas",3.0
"Trego County, Kansas",0.0
"Wabaunsee County, Kansas",1.0
"Wallace County, Kansas",0.0
"Washington County, Kansas",4.0
"Wichita County, Kansas",0.0
"Wilson County, Kansas",8.0
"Woodson County, Kansas",2.0
"Wyandotte County, Kansas",623.0
"Adair County, Kentucky",15.0
"Allen County, Kentucky",21.0
"Anderson County, Kentucky",13.0
"Ballard County, Kentucky",3.0
"Barren County, Kentucky",41.0
"Bath County, Kentucky",6.0
"Bell County, Kentucky",26.0
"Boone County, Kentucky",59.0
"Bourbon County, Kentucky",24.0
"Boyd County, Kentucky",47.0
"Boyle County, Kentucky",20.0
"Bracken County, Kentucky",3.0
"Breathitt County, Kentucky",1.0
"Breckinridge County, Kentucky",15.0
"Bullitt County, Kentucky",85.0
"Butler County, Kentucky",8.0
"Caldwell County, Kentucky",21.0
"Calloway County, Kentucky",25.0
"Campbell County, Kentucky",66.0
"Carlisle County, Kentucky",3.0
"Carroll County, Kentucky",3.0
"Carter County, Kentucky",10.0
"Casey County, Kentucky",7.0
"Christian County, Kentucky",209.0
"Clark County, Kentucky",46.0
"Clay County, Kentucky",17.0
"Clinton County, Kentucky",1.0
"Crittenden County, Kentucky",2.0
"Cumberland County, Kentucky",0.0
"Daviess County, Kentucky",235.0
"Edmonson County, Kentucky",2.0
"Elliott County, Kentucky",0.0
"Estill County, Kentucky",13.0
"Fayette County, Kentucky",731.0
"Fleming County, Kentucky",8.0
"Floyd County, Kentucky",19.0
"Franklin County, Kentucky",82.0
"Fulton County, Kentucky",17.0
"Gallatin County, Kentucky",2.0
"Garrard County, Kentucky",6.0
"Grant County, Kentucky",12.0
"Graves County, Kentucky",46.0
"Grayson County, Kentucky",10.0
"Green County, Kentucky",4.0
"Greenup County, Kentucky",6.0
"Hancock County, Kentucky",4.0
"Hardin County, Kentucky",199.0
"Harlan County, Kentucky",13.0
"Harrison County, Kentucky",12.0
"Hart County, Kentucky",13.0
"Henderson County, Kentucky",97.0
"Henry County, Kentucky",8.0
"Hickman County, Kentucky",4.0
"Hopkins County, Kentucky",102.0
"Jackson County, Kentucky",6.0
"Jefferson County, Kentucky",0.0
"Jessamine County, Kentucky",40.0
"Johnson County, Kentucky",9.0
"Kenton County, Kentucky",161.0
"Knott County, Kentucky",5.0
"Knox County, Kentucky",48.0
"Larue County, Kentucky",12.0
"Laurel County, Kentucky",33.0
"Lawrence County, Kentucky",4.0
"Lee County, Kentucky",4.0
"Leslie County, Kentucky",2.0
"Letcher County, Kentucky",18.0
"Lewis County, Kentucky",2.0
"Lincoln County, Kentucky",20.0
"Livingston County, Kentucky",6.0
"Logan County, Kentucky",28.0
"Lyon County, Kentucky",4.0
"Mccracken County, Kentucky",144.0
"Mccreary County, Kentucky",24.0
"Mclean County, Kentucky",10.0
"Madison County, Kentucky",114.0
"Magoffin County, Kentucky",8.0
"Marion County, Kentucky",18.0
"Marshall County, Kentucky",5.0
"Martin County, Kentucky",1.0
"Mason County, Kentucky",17.0
"Meade County, Kentucky",14.0
"Menifee County, Kentucky",4.0
"Mercer County, Kentucky",12.0
"Metcalfe County, Kentucky",7.0
"Monroe County, Kentucky",13.0
"Montgomery County, Kentucky",12.0
"Morgan County, Kentucky",2.0
"Muhlenberg County, Kentucky",33.0
"Nelson County, Kentucky",52.0
"Nicholas County, Kentucky",5.0
"Ohio County, Kentucky",27.0
"Oldham County, Kentucky",24.0
"Owen County, Kentucky",2.0
"Owsley County, Kentucky",0.0
"Pendleton County, Kentucky",0.0
"Perry County, Kentucky",22.0
"Pike County, Kentucky",27.0
"Powell County, Kentucky",10.0
"Pulaski County, Kentucky",49.0
"Robertson County, Kentucky",0.0
"Rockcastle County, Kentucky",15.0
"Rowan County, Kentucky",18.0
"Russell County, Kentucky",15.0
"Scott County, Kentucky",51.0
"Shelby County, Kentucky",47.0
"Simpson County, Kentucky",11.0
"Spencer County, Kentucky",9.0
"Taylor County, Kentucky",22.0
"Todd County, Kentucky",16.0
"Trigg County, Kentucky",18.0
"Trimble County, Kentucky",6.0
"Union County, Kentucky",16.0
"Warren County, Kentucky",219.0
"Washington County, Kentucky",13.0
"Wayne County, Kentucky",13.0
"Webster County, Kentucky",17.0
"Whitley County, Kentucky",44.0
"Wolfe County, Kentucky",10.0
"Woodford County, Kentucky",16.0
"Acadia Parish, Louisiana",178.0
"Allen Parish, Louisiana",33.0
"Ascension Parish, Louisiana",253.0
"Assumption Parish, Louisiana",52.0
"Avoyelles Parish, Louisiana",149.0
"Beauregard Parish, Louisiana",24.0
"Bienville Parish, Louisiana",52.0
"Bossier Parish, Louisiana",330.0
"Caddo Parish, Louisiana",899.0
"Calcasieu Parish, Louisiana",375.0
"Caldwell Parish, Louisiana",14.0
"Cameron Parish, Louisiana",1.0
"Catahoula Parish, Louisiana",21.0
"Claiborne Parish, Louisiana",34.0
"Concordia Parish, Louisiana",80.0
"De Soto Parish, Louisiana",98.0
"East Baton Rouge Parish, Louisiana",0.0
"East Carroll Parish, Louisiana",39.0
"East Feliciana Parish, Louisiana",51.0
"Evangeline Parish, Louisiana",113.0
"Franklin Parish, Louisiana",61.0
"Grant Parish, Louisiana",37.0
"Iberia Parish, Louisiana",298.0
"Iberville Parish, Louisiana",154.0
"Jackson Parish, Louisiana",57.0
"Jefferson Parish, Louisiana",0.0
"Jefferson Davis Parish, Louisiana",48.0
"Lafayette Parish, Louisiana",697.0
"Lafourche Parish, Louisiana",236.0
"Lasalle Parish, Louisiana",12.0
"Lincoln Parish, Louisiana",180.0
"Livingston Parish, Louisiana",241.0
"Madison Parish, Louisiana",45.0
"Morehouse Parish, Louisiana",105.0
"Natchitoches Parish, Louisiana",169.0
"Orleans Parish, Louisiana",0.0
"Ouachita Parish, Louisiana",632.0
"Plaquemines Parish, Louisiana",25.0
"Pointe Coupee Parish, Louisiana",51.0
"Rapides Parish, Louisiana",642.0
"Red River Parish, Louisiana",43.0
"Richland Parish, Louisiana",79.0
"Sabine Parish, Louisiana",36.0
"St. Bernard Parish, Louisiana",124.0
"St. Charles Parish, Louisiana",106.0
"St. Helena Parish, Louisiana",40.0
"St. James Parish, Louisiana",46.0
"St. John The Baptist Parish, Louisiana",132.0
"St. Landry Parish, Louisiana",378.0
"St. Martin Parish, Louisiana",169.0
"St. Mary Parish, Louisiana",126.0
"St. Tammany Parish, Louisiana",310.0
"Tangipahoa Parish, Louisiana",433.0
"Tensas Parish, Louisiana",9.0
"Terrebonne Parish, Louisiana",324.0
"Union Parish, Louisiana",63.0
"Vermilion Parish, Louisiana",127.0
"Vernon Parish, Louisiana",119.0
"Washington Parish, Louisiana",152.0
"Webster Parish, Louisiana",128.0
"West Baton Rouge Parish, Louisiana",93.0
"West Carroll Parish, Louisiana",14.0
"West Feliciana Parish, Louisiana",39.0
"Winn Parish, Louisiana",47.0
"Androscoggin County, Maine",136.0
"Aroostook County, Maine",9.0
"Cumberland County, Maine",173.0
"Franklin County, Maine",3.0
"Hancock County, Maine",16.0
"Kennebec County, Maine",52.0
"Knox County, Maine",7.0
"Lincoln County, Maine",4.0
"Oxford County, Maine",17.0
"Penobscot County, Maine",96.0
"Piscataquis County, Maine",2.0
"Sagadahoc County, Maine",10.0
"Somerset County, Maine",10.0
"Waldo County, Maine",8.0
"Washington County, Maine",2.0
"York County, Maine",76.0
"Allegany County, Maryland",35.0
"Anne Arundel County, Maryland",527.0
"Baltimore County, Maryland",0.0
"Calvert County, Maryland",49.0
"Caroline County, Maryland",14.0
"Carroll County, Maryland",57.0
"Cecil County, Maryland",59.0
"Charles County, Maryland",267.0
"Dorchester County, Maryland",39.0
"Frederick County, Maryland",164.0
"Garrett County, Maryland",4.0
"Harford County, Maryland",211.0
"Howard County, Maryland",258.0
"Kent County, Maryland",4.0
"Montgomery County, Maryland",824.0
"Prince George's County, Maryland",0.0
"Queen Anne's County, Maryland",18.0
"St. Mary's County, Maryland",89.0
"Somerset County, Maryland",30.0
"Talbot County, Maryland",16.0
"Washington County, Maryland",241.0
"Wicomico County, Maryland",222.0
"Worcester County, Maryland",47.0
"Baltimore City, Maryland",0.0
"Barnstable County, Massachusetts",205.0
"Berkshire County, Massachusetts",137.0
"Bristol County, Massachusetts",738.0
"Dukes County, Massachusetts",10.0
"Essex County, Massachusetts",720.0
"Franklin County, Massachusetts",24.0
"Hampden County, Massachusetts",0.0
"Hampshire County, Massachusetts",91.0
"Middlesex County, Massachusetts",0.0
"Nantucket County, Massachusetts",17.0
"Norfolk County, Massachusetts",538.0
"Plymouth County, Massachusetts",616.0
"Suffolk County, Massachusetts",0.0
"Worcester County, Massachusetts",686.0
"Alcona County, Michigan",0.0
"Alger County, Michigan",0.0
"Allegan County, Michigan",95.0
"Alpena County, Michigan",2.0
"Antrim County, Michigan",3.0
"Arenac County, Michigan",1.0
"Baraga County, Michigan",1.0
"Barry County, Michigan",37.0
"Bay County, Michigan",84.0
"Benzie County, Michigan",4.0
"Berrien County, Michigan",462.0
"Branch County, Michigan",22.0
"Calhoun County, Michigan",363.0
"Cass County, Michigan",84.0
"Charlevoix County, Michigan",9.0
"Cheboygan County, Michigan",5.0
"Chippewa County, Michigan",9.0
"Clare County, Michigan",10.0
"Clinton County, Michigan",43.0
"Crawford County, Michigan",0.0
"Delta County, Michigan",2.0
"Dickinson County, Michigan",4.0
"Eaton County, Michigan",129.0
"Emmet County, Michigan",2.0
"Genesee County, Michigan",0.0
"Gladwin County, Michigan",9.0
"Gogebic County, Michigan",2.0
"Grand Traverse County, Michigan",27.0
"Gratiot County, Michigan",11.0
"Hillsdale County, Michigan",22.0
"Houghton County, Michigan",5.0
"Huron County, Michigan",7.0
"Ingham County, Michigan",780.0
"Ionia County, Michigan",31.0
"Iosco County, Michigan",2.0
"Iron County, Michigan",0.0
"Isabella County, Michigan",56.0
"Jackson County, Michigan",277.0
"Kalamazoo County, Michigan",857.0
"Kalkaska County, Michigan",3.0
"Kent County, Michigan",0.0
"Keweenaw County, Michigan",0.0
"Lake County, Michigan",6.0
"Lapeer County, Michigan",16.0
"Leelanau County, Michigan",7.0
"Lenawee County, Michigan",96.0
"Livingston County, Michigan",42.0
"Luce County, Michigan",0.0
"Mackinac County, Michigan",3.0
"Macomb County, Michigan",973.0
"Manistee County, Michigan",5.0
"Marquette County, Michigan",7.0
"Mason County, Michigan",8.0
"Mecosta County, Michigan",35.0
"Menominee County, Michigan",2.0
"Midland County, Michigan",31.0
"Missaukee County, Michigan",2.0
"Monroe County, Michigan",81.0
"Montcalm County, Michigan",38.0
"Montmorency County, Michigan",0.0
"Muskegon County, Michigan",523.0
"Newaygo County, Michigan",13.0
"Oakland County, Michigan",0.0
"Oceana County, Michigan",20.0
"Ogemaw County, Michigan",2.0
"Ontonagon County, Michigan",1.0
"Osceola County, Michigan",12.0
"Oscoda County, Michigan",0.0
"Otsego County, Michigan",3.0
"Ottawa County, Michigan",151.0
"Presque Isle County, Michigan",0.0
"Roscommon County, Michigan",4.0
"Saginaw County, Michigan",659.0
"St. Clair County, Michigan",60.0
"St. Joseph County, Michigan",54.0
"Sanilac County, Michigan",6.0
"Schoolcraft County, Michigan",2.0
"Shiawassee County, Michigan",26.0
"Tuscola County, Michigan",11.0
"Van Buren County, Michigan",90.0
"Washtenaw County, Michigan",439.0
"Wayne County, Michigan",0.0
"Wexford County, Michigan",10.0
"Aitkin County, Minnesota",5.0
"Anoka County, Minnesota",355.0
"Becker County, Minnesota",32.0
"Beltrami County, Minnesota",76.0
"Benton County, Minnesota",39.0
"Big Stone County, Minnesota",0.0
"Blue Earth County, Minnesota",78.0
"Brown County, Minnesota",7.0
"Carlton County, Minnesota",32.0
"Carver County, Minnesota",39.0
"Cass County, Minnesota",16.0
"Chippewa County, Minnesota",3.0
"Chisago County, Minnesota",22.0
"Clay County, Minnesota",132.0
"Clearwater County, Minnesota",1.0
"Cook County, Minnesota",1.0
"Cottonwood County, Minnesota",2.0
"Crow Wing County, Minnesota",24.0
"Dakota County, Minnesota",423.0
"Dodge County, Minnesota",6.0
"Douglas County, Minnesota",17.0
"Faribault County, Minnesota",3.0
"Fillmore County, Minnesota",6.0
"Freeborn County, Minnesota",26.0
"Goodhue County, Minnesota",24.0
"Grant County, Minnesota",0.0
"Hennepin County, Minnesota",0.0
"Houston County, Minnesota",1.0
"Hubbard County, Minnesota",12.0
"Isanti County, Minnesota",21.0
"Itasca County, Minnesota",14.0
"Jackson County, Minnesota",7.0
"Kanabec County, Minnesota",6.0
"Kandiyohi County, Minnesota",16.0
"Kittson County, Minnesota",0.0
"Koochiching County, Minnesota",0.0
"Lac Qui Parle County, Minnesota",1.0
"Lake County, Minnesota",10.0
"Lake Of The Woods County, Minnesota",0.0
"Le Sueur County, Minnesota",3.0
"Lincoln County, Minnesota",0.0
"Lyon County, Minnesota",7.0
"Mcleod County, Minnesota",28.0
"Mahnomen County, Minnesota",8.0
"Marshall County, Minnesota",2.0
"Martin County, Minnesota",4.0
"Meeker County, Minnesota",5.0
"Mille Lacs County, Minnesota",15.0
"Morrison County, Minnesota",12.0
"Mower County, Minnesota",23.0
"Murray County, Minnesota",1.0
"Nicollet County, Minnesota",6.0
"Nobles County, Minnesota",16.0
"Norman County, Minnesota",3.0
"Olmsted County, Minnesota",188.0
"Otter Tail County, Minnesota",32.0
"Pennington County, Minnesota",10.0
"Pine County, Minnesota",21.0
"Pipestone County, Minnesota",5.0
"Polk County, Minnesota",21.0
"Pope County, Minnesota",2.0
"Ramsey County, Minnesota",0.0
"Red Lake County, Minnesota",2.0
"Redwood County, Minnesota",2.0
"Renville County, Minnesota",4.0
"Rice County, Minnesota",28.0
"Rock County, Minnesota",5.0
"Roseau County, Minnesota",4.0
"St. Louis County, Minnesota",289.0
"Scott County, Minnesota",95.0
"Sherburne County, Minnesota",62.0
"Sibley County, Minnesota",6.0
"Stearns County, Minnesota",193.0
"Steele County, Minnesota",15.0
"Stevens County, Minnesota",1.0
"Swift County, Minnesota",1.0
"Todd County, Minnesota",12.0
"Traverse County, Minnesota",3.0
"Wabasha County, Minnesota",6.0
"Wadena County, Minnesota",8.0
"Waseca County, Minnesota",4.0
"Washington County, Minnesota",150.0
"Watonwan County, Minnesota",4.0
"Wilkin County, Minnesota",2.0
"Winona County, Minnesota",19.0
"Wright County, Minnesota",44.0
"Yellow Medicine County, Minnesota",3.0
"Adams County, Mississippi",158.0
"Alcorn County, Mississippi",67.0
"Amite County, Mississippi",31.0
"Attala County, Mississippi",55.0
"Benton County, Mississippi",26.0
"Bolivar County, Mississippi",131.0
"Calhoun County, Mississippi",47.0
"Carroll County, Mississippi",20.0
"Chickasaw County, Mississippi",88.0
"Choctaw County, Mississippi",13.0
"Claiborne County, Mississippi",0.0
"Clarke County, Mississippi",39.0
"Clay County, Mississippi",113.0
"Coahoma County, Mississippi",115.0
"Copiah County, Mississippi",171.0
"Covington County, Mississippi",58.0
"Desoto County, Mississippi",466.0
"Forrest County, Mississippi",384.0
"Franklin County, Mississippi",35.0
"George County, Mississippi",37.0
"Greene County, Mississippi",15.0
"Grenada County, Mississippi",73.0
"Hancock County, Mississippi",78.0
"Harrison County, Mississippi",758.0
"Hinds County, Mississippi",0.0
"Holmes County, Mississippi",118.0
"Humphreys County, Mississippi",66.0
"Issaquena County, Mississippi",2.0
"Itawamba County, Mississippi",0.0
"Jackson County, Mississippi",480.0
"Jasper County, Mississippi",84.0
"Jefferson County, Mississippi",32.0
"Jefferson Davis County, Mississippi",40.0
"Jones County, Mississippi",260.0
"Kemper County, Mississippi",27.0
"Lafayette County, Mississippi",105.0
"Lamar County, Mississippi",148.0
"Lauderdale County, Mississippi",253.0
"Lawrence County, Mississippi",33.0
"Leake County, Mississippi",95.0
"Lee County, Mississippi",398.0
"Leflore County, Mississippi",195.0
"Lincoln County, Mississippi",110.0
"Lowndes County, Mississippi",317.0
"Madison County, Mississippi",321.0
"Marion County, Mississippi",87.0
"Marshall County, Mississippi",114.0
"Monroe County, Mississippi",183.0
"Montgomery County, Mississippi",31.0
"Neshoba County, Mississippi",118.0
"Newton County, Mississippi",60.0
"Noxubee County, Mississippi",64.0
"Oktibbeha County, Mississippi",247.0
"Panola County, Mississippi",148.0
"Pearl River County, Mississippi",93.0
"Perry County, Mississippi",47.0
"Pike County, Mississippi",154.0
"Pontotoc County, Mississippi",92.0
"Prentiss County, Mississippi",49.0
"Quitman County, Mississippi",36.0
"Rankin County, Mississippi",206.0
"Scott County, Mississippi",115.0
"Sharkey County, Mississippi",13.0
"Simpson County, Mississippi",60.0
"Smith County, Mississippi",40.0
"Stone County, Mississippi",55.0
"Sunflower County, Mississippi",106.0
"Tallahatchie County, Mississippi",46.0
"Tate County, Mississippi",62.0
"Tippah County, Mississippi",49.0
"Tishomingo County, Mississippi",16.0
"Tunica County, Mississippi",66.0
"Union County, Mississippi",78.0
"Walthall County, Mississippi",33.0
"Warren County, Mississippi",138.0
"Washington County, Mississippi",295.0
"Wayne County, Mississippi",61.0
"Webster County, Mississippi",22.0
"Wilkinson County, Mississippi",19.0
"Winston County, Mississippi",52.0
"Yalobusha County, Mississippi",46.0
"Yazoo County, Mississippi",91.0
"Adair County, Missouri",21.0
"Andrew County, Missouri",17.0
"Atchison County, Missouri",0.0
"Audrain County, Missouri",71.0
"Barry County, Missouri",7.0
"Barton County, Missouri",5.0
"Bates County, Missouri",11.0
"Benton County, Missouri",16.0
"Bollinger County, Missouri",5.0
"Boone County, Missouri",404.0
"Buchanan County, Missouri",240.0
"Butler County, Missouri",193.0
"Caldwell County, Missouri",4.0
"Callaway County, Missouri",71.0
"Camden County, Missouri",22.0
"Cape Girardeau County, Missouri",224.0
"Carroll County, Missouri",3.0
"Carter County, Missouri",3.0
"Cass County, Missouri",127.0
"Cedar County, Missouri",14.0
"Chariton County, Missouri",4.0
"Christian County, Missouri",46.0
"Clark County, Missouri",5.0
"Clay County, Missouri",491.0
"Clinton County, Missouri",13.0
"Cole County, Missouri",232.0
"Cooper County, Missouri",8.0
"Crawford County, Missouri",10.0
"Dade County, Missouri",5.0
"Dallas County, Missouri",8.0
"Daviess County, Missouri",0.0
"Dekalb County, Missouri",7.0
"Dent County, Missouri",3.0
"Douglas County, Missouri",6.0
"Dunklin County, Missouri",83.0
"Franklin County, Missouri",67.0
"Gasconade County, Missouri",6.0
"Gentry County, Missouri",1.0
"Greene County, Missouri",854.0
"Grundy County, Missouri",17.0
"Harrison County, Missouri",4.0
"Henry County, Missouri",21.0
"Hickory County, Missouri",4.0
"Holt County, Missouri",0.0
"Howard County, Missouri",10.0
"Howell County, Missouri",32.0
"Iron County, Missouri",7.0
"Jackson County, Missouri",0.0
"Jasper County, Missouri",219.0
"Jefferson County, Missouri",200.0
"Johnson County, Missouri",62.0
"Knox County, Missouri",1.0
"Laclede County, Missouri",61.0
"Lafayette County, Missouri",29.0
"Lawrence County, Missouri",23.0
"Lewis County, Missouri",10.0
"Lincoln County, Missouri",37.0
"Linn County, Missouri",1.0
"Livingston County, Missouri",8.0
"Mcdonald County, Missouri",25.0
"Macon County, Missouri",3.0
"Madison County, Missouri",5.0
"Maries County, Missouri",8.0
"Marion County, Missouri",45.0
"Mercer County, Missouri",2.0
"Miller County, Missouri",14.0
"Mississippi County, Missouri",52.0
"Moniteau County, Missouri",14.0
"Monroe County, Missouri",4.0
"Montgomery County, Missouri",3.0
"Morgan County, Missouri",14.0
"New Madrid County, Missouri",42.0
"Newton County, Missouri",95.0
"Nodaway County, Missouri",28.0
"Oregon County, Missouri",1.0
"Osage County, Missouri",2.0
"Ozark County, Missouri",0.0
"Pemiscot County, Missouri",82.0
"Perry County, Missouri",6.0
"Pettis County, Missouri",76.0
"Phelps County, Missouri",50.0
"Pike County, Missouri",27.0
"Platte County, Missouri",152.0
"Polk County, Missouri",36.0
"Pulaski County, Missouri",71.0
"Putnam County, Missouri",2.0
"Ralls County, Missouri",14.0
"Randolph County, Missouri",32.0
"Ray County, Missouri",22.0
"Reynolds County, Missouri",0.0
"Ripley County, Missouri",9.0
"St. Charles County, Missouri",292.0
"St. Clair County, Missouri",6.0
"Ste. Genevieve County, Missouri",11.0
"St. Francois County, Missouri",86.0
"St. Louis County, Missouri",0.0
"Saline County, Missouri",45.0
"Schuyler County, Missouri",2.0
"Scotland County, Missouri",2.0
"Scott County, Missouri",92.0
"Shannon County, Missouri",2.0
"Shelby County, Missouri",5.0
"Stoddard County, Missouri",22.0
"Stone County, Missouri",19.0
"Sullivan County, Missouri",3.0
"Taney County, Missouri",53.0
"Texas County, Missouri",16.0
"Vernon County, Missouri",19.0
"Warren County, Missouri",21.0
"Washington County, Missouri",35.0
"Wayne County, Missouri",5.0
"Webster County, Missouri",22.0
"Worth County, Missouri",0.0
"Wright County, Missouri",9.0
"St. Louis City, Missouri",0.0
"Beaverhead County, Montana",1.0
"Big Horn County, Montana",105.0
"Blaine County, Montana",7.0
"Broadwater County, Montana",0.0
"Carbon County, Montana",1.0
"Carter County, Montana",0.0
"Cascade County, Montana",124.0
"Chouteau County, Montana",3.0
"Custer County, Montana",6.0
"Daniels County, Montana",0.0
"Dawson County, Montana",0.0
"Deer Lodge County, Montana",8.0
"Fallon County, Montana",0.0
"Fergus County, Montana",0.0
"Flathead County, Montana",22.0
"Gallatin County, Montana",55.0
"Garfield County, Montana",0.0
"Glacier County, Montana",169.0
"Golden Valley County, Montana",0.0
"Granite County, Montana",0.0
"Hill County, Montana",83.0
"Jefferson County, Montana",1.0
"Judith Basin County, Montana",0.0
"Lake County, Montana",30.0
"Lewis And Clark County, Montana",24.0
"Liberty County, Montana",0.0
"Lincoln County, Montana",5.0
"Mccone County, Montana",0.0
"Madison County, Montana",0.0
"Meagher County, Montana",0.0
"Mineral County, Montana",0.0
"Missoula County, Montana",91.0
"Musselshell County, Montana",4.0
"Park County, Montana",3.0
"Petroleum County, Montana",0.0
"Phillips County, Montana",1.0
"Pondera County, Montana",10.0
"Powder River County, Montana",0.0
"Powell County, Montana",4.0
"Prairie County, Montana",0.0
"Ravalli County, Montana",13.0
"Richland County, Montana",1.0
"Roosevelt County, Montana",88.0
"Rosebud County, Montana",50.0
"Sanders County, Montana",1.0
"Sheridan County, Montana",1.0
"Silver Bow County, Montana",56.0
"Stillwater County, Montana",4.0
"Sweet Grass County, Montana",0.0
"Teton County, Montana",1.0
"Toole County, Montana",1.0
"Treasure County, Montana",0.0
"Valley County, Montana",3.0
"Wheatland County, Montana",0.0
"Wibaux County, Montana",0.0
"Yellowstone County, Montana",334.0
"Adams County, Nebraska",7.0
"Antelope County, Nebraska",1.0
"Arthur County, Nebraska",0.0
"Banner County, Nebraska",0.0
"Blaine County, Nebraska",0.0
"Boone County, Nebraska",0.0
"Box Butte County, Nebraska",8.0
"Boyd County, Nebraska",0.0
"Brown County, Nebraska",0.0
"Buffalo County, Nebraska",23.0
"Burt County, Nebraska",6.0
"Butler County, Nebraska",3.0
"Cass County, Nebraska",15.0
"Cedar County, Nebraska",3.0
"Chase County, Nebraska",1.0
"Cherry County, Nebraska",6.0
"Cheyenne County, Nebraska",5.0
"Clay County, Nebraska",2.0
"Colfax County, Nebraska",2.0
"Cuming County, Nebraska",5.0
"Custer County, Nebraska",1.0
"Dakota County, Nebraska",38.0
"Dawes County, Nebraska",6.0
"Dawson County, Nebraska",10.0
"Deuel County, Nebraska",0.0
"Dixon County, Nebraska",2.0
"Dodge County, Nebraska",22.0
"Douglas County, Nebraska",0.0
"Dundy County, Nebraska",0.0
"Fillmore County, Nebraska",2.0
"Franklin County, Nebraska",0.0
"Frontier County, Nebraska",1.0
"Furnas County, Nebraska",1.0
"Gage County, Nebraska",3.0
"Garden County, Nebraska",0.0
"Garfield County, Nebraska",0.0
"Gosper County, Nebraska",1.0
"Grant County, Nebraska",0.0
"Greeley County, Nebraska",0.0
"Hall County, Nebraska",29.0
"Hamilton County, Nebraska",0.0
"Harlan County, Nebraska",0.0
"Hayes County, Nebraska",0.0
"Hitchcock County, Nebraska",0.0
"Holt County, Nebraska",0.0
"Hooker County, Nebraska",0.0
"Howard County, Nebraska",0.0
"Jefferson County, Nebraska",4.0
"Johnson County, Nebraska",3.0
