Geography,Cases
"Riverside County, California",377
"Sacramento County, California",440
"San Benito County, California",6
"San Bernardino County, California",463
"San Diego County, California",530
"San Francisco County, California",340
"San Joaquin County, California",165
"San Luis Obispo County, California",21
"San Mateo County, California",91
"Santa Barbara County, California",58
"Santa Clara County, California",205
"Santa Cruz County, California",69
"Shasta County, California",64
"Sierra County, California",0
"Siskiyou County, California",39
"Solano County, California",111
"Sonoma County, California",65
"Stanislaus County, California",203
"Sutter County, California",25
"Tehama County, California",20
"Trinity County, California",6
"Tulare County, California",126
"Tuolumne County, California",10
"Ventura County, California",105
"Yolo County, California",41
"Yuba County, California",49
"Adams County, Colorado",99
"Alamosa County, Colorado",1
"Arapahoe County, Colorado",85
"Archuleta County, Colorado",1
"Baca County, Colorado",0
"Bent County, Colorado",0
"Boulder County, Colorado",19
"Broomfield County, Colorado",8
"Chaffee County, Colorado",0
"Cheyenne County, Colorado",0
"Clear Creek County, Colorado",0
"Conejos County, Colorado",4
"Costilla County, Colorado",1
"Crowley County, Colorado",0
"Custer County, Colorado",0
"Delta County, Colorado",2
"Denver County, Colorado",292
"Dolores County, Colorado",0
"Douglas County, Colorado",14
"Eagle County, Colorado",4
"Elbert County, Colorado",0
"El Paso County, Colorado",93
"Fremont County, Colorado",5
"Garfield County, Colorado",3
"Gilpin County, Colorado",1
"Grand County, Colorado",3
"Gunnison County, Colorado",0
"Hinsdale County, Colorado",0
"Huerfano County, Colorado",1
"Jackson County, Colorado",0
"Jefferson County, Colorado",84
"Kiowa County, Colorado",0
"Kit Carson County, Colorado",1
"Lake County, Colorado",1
"La Plata County, Colorado",15
"Larimer County, Colorado",23
"Las Animas County, Colorado",6
"Lincoln County, Colorado",0
"Logan County, Colorado",4
"Mesa County, Colorado",11
"Mineral County, Colorado",0
"Moffat County, Colorado",0
"Montezuma County, Colorado",1
"Montrose County, Colorado",3
"Morgan County, Colorado",0
"Otero County, Colorado",1
"Ouray County, Colorado",0
"Park County, Colorado",1
"Phillips County, Colorado",0
"Pitkin County, Colorado",3
"Prowers County, Colorado",0
"Pueblo County, Colorado",87
"Rio Blanco County, Colorado",0
"Rio Grande County, Colorado",1
"Routt County, Colorado",1
"Saguache County, Colorado",0
"San Juan County, Colorado",0
"San Miguel County, Colorado",0
"Sedgwick County, Colorado",0
"Summit County, Colorado",0
"Teller County, Colorado",2
"Washington County, Colorado",0
"Weld County, Colorado",37
"Yuma County, Colorado",0
"Fairfield County, Connecticut",Data suppressed
"Hartford County, Connecticut",Data suppressed
"Litchfield County, Connecticut",Data suppressed
"Middlesex County, Connecticut",Data suppressed
"New Haven County, Connecticut",Data suppressed
"New London County, Connecticut",Data suppressed
"Tolland County, Connecticut",Data suppressed
"Windham County, Connecticut",Data suppressed
"Kent County, Delaware",39
"New Castle County, Delaware",149
"Sussex County, Delaware",50
District Of Columbia,271
"Alachua County, Florida",59
"Baker County, Florida",3
"Bay County, Florida",22
"Bradford County, Florida",0
"Brevard County, Florida",157
"Broward County, Florida",505
"Calhoun County, Florida",3
"Charlotte County, Florida",11
"Citrus County, Florida",16
"Clay County, Florida",42
"Collier County, Florida",38
"Columbia County, Florida",9
"Desoto County, Florida",7
"Dixie County, Florida",1
"Duval County, Florida",338
"Escambia County, Florida",92
"Flagler County, Florida",11
"Franklin County, Florida",0
"Gadsden County, Florida",18
"Gilchrist County, Florida",1
"Glades County, Florida",0
"Gulf County, Florida",4
"Hamilton County, Florida",3
"Hardee County, Florida",4
"Hendry County, Florida",6
"Hernando County, Florida",21
"Highlands County, Florida",9
"Hillsborough County, Florida",452
"Holmes County, Florida",8
"Indian River County, Florida",23
"Jackson County, Florida",19
"Jefferson County, Florida",5
"Lafayette County, Florida",0
"Lake County, Florida",35
"Lee County, Florida",100
"Leon County, Florida",134
"Levy County, Florida",6
"Liberty County, Florida",1
"Madison County, Florida",2
"Manatee County, Florida",38
"Marion County, Florida",24
"Martin County, Florida",18
"Miami-Dade County, Florida",746
"Monroe County, Florida",21
"Nassau County, Florida",6
"Okaloosa County, Florida",39
"Okeechobee County, Florida",3
"Orange County, Florida",395
"Osceola County, Florida",49
"Palm Beach County, Florida",202
"Pasco County, Florida",56
"Pinellas County, Florida",347
"Polk County, Florida",148
"Putnam County, Florida",13
"St. Johns County, Florida",19
"St. Lucie County, Florida",54
"Santa Rosa County, Florida",9
"Sarasota County, Florida",39
"Seminole County, Florida",84
"Sumter County, Florida",6
"Suwannee County, Florida",1
"Taylor County, Florida",3
"Union County, Florida",3
"Volusia County, Florida",109
"Wakulla County, Florida",3
"Walton County, Florida",12
"Washington County, Florida",6
"Appling County, Georgia",3
"Atkinson County, Georgia",0
"Bacon County, Georgia",1
"Baker County, Georgia",0
"Baldwin County, Georgia",5
"Banks County, Georgia",3
"Barrow County, Georgia",7
"Bartow County, Georgia",16
"Ben Hill County, Georgia",1
"Berrien County, Georgia",1
"Bibb County, Georgia",54
"Bleckley County, Georgia",4
"Brantley County, Georgia",6
"Brooks County, Georgia",4
"Bryan County, Georgia",8
"Bulloch County, Georgia",20
"Burke County, Georgia",4
"Butts County, Georgia",2
"Calhoun County, Georgia",0
"Camden County, Georgia",7
"Candler County, Georgia",0
"Carroll County, Georgia",25
"Catoosa County, Georgia",4
"Charlton County, Georgia",3
"Chatham County, Georgia",77
"Chattahoochee County, Georgia",0
"Chattooga County, Georgia",1
"Cherokee County, Georgia",13
"Clarke County, Georgia",24
"Clay County, Georgia",0
"Clayton County, Georgia",98
"Clinch County, Georgia",1
"Cobb County, Georgia",97
"Coffee County, Georgia",10
"Colquitt County, Georgia",8
"Columbia County, Georgia",22
"Cook County, Georgia",3
"Coweta County, Georgia",9
"Crawford County, Georgia",3
"Crisp County, Georgia",3
"Dade County, Georgia",0
"Dawson County, Georgia",2
"Decatur County, Georgia",5
"Dekalb County, Georgia",275
"Dodge County, Georgia",2
"Dooly County, Georgia",1
"Dougherty County, Georgia",39
"Douglas County, Georgia",29
"Early County, Georgia",0
"Echols County, Georgia",1
"Effingham County, Georgia",2
"Elbert County, Georgia",3
"Emanuel County, Georgia",3
"Evans County, Georgia",2
"Fannin County, Georgia",0
"Fayette County, Georgia",10
"Floyd County, Georgia",17
"Forsyth County, Georgia",8
"Franklin County, Georgia",6
"Fulton County, Georgia",463
"Gilmer County, Georgia",2
"Glascock County, Georgia",0
"Glynn County, Georgia",15
"Gordon County, Georgia",2
"Grady County, Georgia",1
"Greene County, Georgia",1
"Gwinnett County, Georgia",129
"Habersham County, Georgia",2
"Hall County, Georgia",18
"Hancock County, Georgia",3
"Haralson County, Georgia",18
"Harris County, Georgia",2
"Hart County, Georgia",0
"Heard County, Georgia",4
"Henry County, Georgia",37
"Houston County, Georgia",41
"Irwin County, Georgia",2
"Jackson County, Georgia",4
"Jasper County, Georgia",2
"Jeff Davis County, Georgia",0
"Jefferson County, Georgia",1
"Jenkins County, Georgia",1
"Johnson County, Georgia",0
"Jones County, Georgia",4
"Lamar County, Georgia",2
"Lanier County, Georgia",1
"Laurens County, Georgia",7
"Lee County, Georgia",3
"Liberty County, Georgia",11
"Lincoln County, Georgia",0
"Long County, Georgia",1
"Lowndes County, Georgia",32
"Lumpkin County, Georgia",1
"Mcduffie County, Georgia",8
"Mcintosh County, Georgia",2
"Macon County, Georgia",1
"Madison County, Georgia",5
"Marion County, Georgia",0
"Meriwether County, Georgia",4
"Miller County, Georgia",0
"Mitchell County, Georgia",0
"Monroe County, Georgia",7
"Montgomery County, Georgia",1
"Morgan County, Georgia",0
"Murray County, Georgia",2
"Muscogee County, Georgia",88
"Newton County, Georgia",12
"Oconee County, Georgia",0
"Oglethorpe County, Georgia",0
"Paulding County, Georgia",15
"Peach County, Georgia",11
"Pickens County, Georgia",3
"Pierce County, Georgia",2
"Pike County, Georgia",3
"Polk County, Georgia",4
"Pulaski County, Georgia",2
"Putnam County, Georgia",1
"Quitman County, Georgia",0
"Rabun County, Georgia",0
"Randolph County, Georgia",0
"Richmond County, Georgia",109
"Rockdale County, Georgia",18
"Schley County, Georgia",0
"Screven County, Georgia",2
"Seminole County, Georgia",0
"Spalding County, Georgia",6
"Stephens County, Georgia",7
"Stewart County, Georgia",2
"Sumter County, Georgia",4
"Talbot County, Georgia",0
"Taliaferro County, Georgia",0
"Tattnall County, Georgia",4
"Taylor County, Georgia",1
"Telfair County, Georgia",1
"Terrell County, Georgia",1
"Thomas County, Georgia",10
"Tift County, Georgia",7
"Toombs County, Georgia",14
"Towns County, Georgia",0
"Treutlen County, Georgia",0
"Troup County, Georgia",15
"Turner County, Georgia",0
"Twiggs County, Georgia",2
"Union County, Georgia",0
"Upson County, Georgia",1
"Walker County, Georgia",3
"Walton County, Georgia",6
"Ware County, Georgia",7
"Warren County, Georgia",3
"Washington County, Georgia",3
"Wayne County, Georgia",0
"Webster County, Georgia",0
"Wheeler County, Georgia",0
"White County, Georgia",1
"Whitfield County, Georgia",7
"Wilcox County, Georgia",1
"Wilkes County, Georgia",3
"Wilkinson County, Georgia",5
"Worth County, Georgia",6
"Hawaii County, Hawaii",14
"Honolulu County, Hawaii",198
"Kalawao County, Hawaii",0
"Kauai County, Hawaii",4
"Maui County, Hawaii",14
"Ada County, Idaho",34
"Adams County, Idaho",0
"Bannock County, Idaho",5
"Bear Lake County, Idaho",0
"Benewah County, Idaho",0
"Bingham County, Idaho",1
"Blaine County, Idaho",0
"Boise County, Idaho",1
"Bonner County, Idaho",2
"Bonneville County, Idaho",5
"Boundary County, Idaho",0
"Butte County, Idaho",0
"Camas County, Idaho",0
"Canyon County, Idaho",32
"Caribou County, Idaho",0
"Cassia County, Idaho",0
"Clark County, Idaho",0
"Clearwater County, Idaho",0
"Custer County, Idaho",0
"Elmore County, Idaho",8
"Franklin County, Idaho",0
"Fremont County, Idaho",0
"Gem County, Idaho",1
"Gooding County, Idaho",0
"Idaho County, Idaho",0
"Jefferson County, Idaho",0
"Jerome County, Idaho",1
"Kootenai County, Idaho",13
"Latah County, Idaho",1
"Lemhi County, Idaho",0
"Lewis County, Idaho",2
"Lincoln County, Idaho",0
"Madison County, Idaho",2
"Minidoka County, Idaho",1
"Nez Perce County, Idaho",2
"Oneida County, Idaho",0
"Owyhee County, Idaho",0
"Payette County, Idaho",2
"Power County, Idaho",0
"Shoshone County, Idaho",1
"Teton County, Idaho",0
"Twin Falls County, Idaho",4
"Valley County, Idaho",0
"Washington County, Idaho",0
"Adams County, Illinois",0
"Alexander County, Illinois",0
"Bond County, Illinois",1
"Boone County, Illinois",6
"Brown County, Illinois",0
"Bureau County, Illinois",0
"Calhoun County, Illinois",0
"Carroll County, Illinois",0
"Cass County, Illinois",0
"Champaign County, Illinois",26
"Christian County, Illinois",1
"Clark County, Illinois",0
"Clay County, Illinois",0
"Clinton County, Illinois",2
"Coles County, Illinois",1
"Cook County, Illinois",969
"Crawford County, Illinois",0
"Cumberland County, Illinois",0
"Dekalb County, Illinois",1
"De Witt County, Illinois",0
"Douglas County, Illinois",1
"Dupage County, Illinois",29
"Edgar County, Illinois",0
"Edwards County, Illinois",0
"Effingham County, Illinois",0
"Fayette County, Illinois",0
"Ford County, Illinois",0
"Franklin County, Illinois",10
"Fulton County, Illinois",2
"Gallatin County, Illinois",0
"Greene County, Illinois",1
"Grundy County, Illinois",3
"Hamilton County, Illinois",0
"Hancock County, Illinois",0
"Hardin County, Illinois",0
"Henderson County, Illinois",0
"Henry County, Illinois",3
"Iroquois County, Illinois",0
"Jackson County, Illinois",15
"Jasper County, Illinois",0
"Jefferson County, Illinois",2
"Jersey County, Illinois",1
"Jo Daviess County, Illinois",1
"Johnson County, Illinois",0
"Kane County, Illinois",19
"Kankakee County, Illinois",4
"Kendall County, Illinois",4
"Knox County, Illinois",3
"Lake County, Illinois",4
"Lasalle County, Illinois",1
"Lawrence County, Illinois",0
"Lee County, Illinois",3
"Livingston County, Illinois",0
"Logan County, Illinois",1
"Mcdonough County, Illinois",4
"Mchenry County, Illinois",17
"Mclean County, Illinois",0
"Macon County, Illinois",18
"Macoupin County, Illinois",1
"Madison County, Illinois",38
"Marion County, Illinois",2
"Marshall County, Illinois",0
"Mason County, Illinois",0
"Massac County, Illinois",0
"Menard County, Illinois",0
"Mercer County, Illinois",0
"Monroe County, Illinois",0
"Montgomery County, Illinois",1
"Morgan County, Illinois",1
"Moultrie County, Illinois",0
"Ogle County, Illinois",3
"Peoria County, Illinois",26
"Perry County, Illinois",4
"Piatt County, Illinois",0
"Pike County, Illinois",0
"Pope County, Illinois",0
"Pulaski County, Illinois",0
"Putnam County, Illinois",0
"Randolph County, Illinois",3
"Richland County, Illinois",1
"Rock Island County, Illinois",20
"St. Clair County, Illinois",64
"Saline County, Illinois",0
"Sangamon County, Illinois",33
"Schuyler County, Illinois",0
"Scott County, Illinois",0
"Shelby County, Illinois",0
"Stark County, Illinois",0
"Stephenson County, Illinois",2
"Tazewell County, Illinois",2
"Union County, Illinois",2
"Vermilion County, Illinois",7
"Wabash County, Illinois",0
"Warren County, Illinois",0
"Washington County, Illinois",1
"Wayne County, Illinois",0
"White County, Illinois",0
"Whiteside County, Illinois",2
"Will County, Illinois",29
"Williamson County, Illinois",9
"Winnebago County, Illinois",51
"Woodford County, Illinois",2
"Adams County, Indiana",0
"Allen County, Indiana",20
"Bartholomew County, Indiana",1
"Benton County, Indiana",0
"Blackford County, Indiana",0
"Boone County, Indiana",4
"Brown County, Indiana",3
"Carroll County, Indiana",1
"Cass County, Indiana",1
"Clark County, Indiana",17
"Clay County, Indiana",1
"Clinton County, Indiana",4
"Crawford County, Indiana",1
"Daviess County, Indiana",3
"Dearborn County, Indiana",2
"Decatur County, Indiana",0
"Dekalb County, Indiana",1
"Delaware County, Indiana",6
"Dubois County, Indiana",2
"Elkhart County, Indiana",11
"Fayette County, Indiana",0
"Floyd County, Indiana",11
"Fountain County, Indiana",0
"Franklin County, Indiana",0
"Fulton County, Indiana",0
"Gibson County, Indiana",5
"Grant County, Indiana",2
"Greene County, Indiana",0
"Hamilton County, Indiana",9
"Hancock County, Indiana",0
"Harrison County, Indiana",2
"Hendricks County, Indiana",10
"Henry County, Indiana",4
"Howard County, Indiana",2
"Huntington County, Indiana",3
"Jackson County, Indiana",0
"Jasper County, Indiana",0
"Jay County, Indiana",2
"Jefferson County, Indiana",1
"Jennings County, Indiana",0
"Johnson County, Indiana",5
"Knox County, Indiana",1
"Kosciusko County, Indiana",1
"Lagrange County, Indiana",1
"Lake County, Indiana",73
"Laporte County, Indiana",11
"Lawrence County, Indiana",1
"Madison County, Indiana",8
"Marion County, Indiana",276
"Marshall County, Indiana",0
"Martin County, Indiana",0
"Miami County, Indiana",1
"Monroe County, Indiana",1
"Montgomery County, Indiana",5
"Morgan County, Indiana",3
"Newton County, Indiana",0
"Noble County, Indiana",1
"Ohio County, Indiana",0
"Orange County, Indiana",0
"Owen County, Indiana",1
"Parke County, Indiana",0
"Perry County, Indiana",2
"Pike County, Indiana",0
"Porter County, Indiana",13
"Posey County, Indiana",4
"Pulaski County, Indiana",0
"Putnam County, Indiana",3
"Randolph County, Indiana",0
"Ripley County, Indiana",1
"Rush County, Indiana",0
"St. Joseph County, Indiana",11
"Scott County, Indiana",1
"Shelby County, Indiana",0
"Spencer County, Indiana",5
"Starke County, Indiana",2
"Steuben County, Indiana",0
"Sullivan County, Indiana",0
"Switzerland County, Indiana",0
"Tippecanoe County, Indiana",22
"Tipton County, Indiana",0
"Union County, Indiana",0
"Vanderburgh County, Indiana",82
"Vermillion County, Indiana",0
"Vigo County, Indiana",6
"Wabash County, Indiana",0
"Warren County, Indiana",0
"Warrick County, Indiana",8
"Washington County, Indiana",1
"Wayne County, Indiana",4
"Wells County, Indiana",2
"White County, Indiana",1
"Whitley County, Indiana",0
"Adair County, Iowa",0
"Adams County, Iowa",0
"Allamakee County, Iowa",0
"Appanoose County, Iowa",0
"Audubon County, Iowa",0
"Benton County, Iowa",0
"Black Hawk County, Iowa",20
"Boone County, Iowa",1
"Bremer County, Iowa",0
"Buchanan County, Iowa",2
"Buena Vista County, Iowa",0
"Butler County, Iowa",0
"Calhoun County, Iowa",0
"Carroll County, Iowa",0
"Cass County, Iowa",1
"Cedar County, Iowa",0
"Cerro Gordo County, Iowa",4
"Cherokee County, Iowa",0
"Chickasaw County, Iowa",1
"Clarke County, Iowa",0
"Clay County, Iowa",1
"Clayton County, Iowa",0
"Clinton County, Iowa",2
"Crawford County, Iowa",2
"Dallas County, Iowa",5
"Davis County, Iowa",0
"Decatur County, Iowa",0
"Delaware County, Iowa",0
"Des Moines County, Iowa",1
"Dickinson County, Iowa",1
"Dubuque County, Iowa",8
"Emmet County, Iowa",2
"Fayette County, Iowa",1
"Floyd County, Iowa",1
"Franklin County, Iowa",0
"Fremont County, Iowa",0
"Greene County, Iowa",0
"Grundy County, Iowa",0
"Guthrie County, Iowa",0
"Hamilton County, Iowa",1
"Hancock County, Iowa",0
"Hardin County, Iowa",0
"Harrison County, Iowa",0
"Henry County, Iowa",0
"Howard County, Iowa",0
"Humboldt County, Iowa",1
"Ida County, Iowa",2
"Iowa County, Iowa",0
"Jackson County, Iowa",0
"Jasper County, Iowa",3
"Jefferson County, Iowa",0
"Johnson County, Iowa",16
"Jones County, Iowa",2
"Keokuk County, Iowa",0
"Kossuth County, Iowa",0
"Lee County, Iowa",1
"Linn County, Iowa",16
"Louisa County, Iowa",1
"Lucas County, Iowa",1
"Lyon County, Iowa",0
"Madison County, Iowa",1
"Mahaska County, Iowa",2
"Marion County, Iowa",3
"Marshall County, Iowa",14
"Mills County, Iowa",3
"Mitchell County, Iowa",0
"Monona County, Iowa",2
"Monroe County, Iowa",2
"Montgomery County, Iowa",1
"Muscatine County, Iowa",2
"O'brien County, Iowa",0
"Osceola County, Iowa",0
"Page County, Iowa",0
"Palo Alto County, Iowa",0
"Plymouth County, Iowa",1
"Pocahontas County, Iowa",0
"Polk County, Iowa",87
"Pottawattamie County, Iowa",16
"Poweshiek County, Iowa",2
"Ringgold County, Iowa",0
"Sac County, Iowa",0
"Scott County, Iowa",20
"Shelby County, Iowa",1
"Sioux County, Iowa",1
"Story County, Iowa",5
"Tama County, Iowa",13
"Taylor County, Iowa",0
"Union County, Iowa",0
"Van Buren County, Iowa",0
"Wapello County, Iowa",3
"Warren County, Iowa",3
"Washington County, Iowa",0
"Wayne County, Iowa",0
"Webster County, Iowa",3
"Winnebago County, Iowa",1
"Winneshiek County, Iowa",0
"Woodbury County, Iowa",51
"Worth County, Iowa",0
"Wright County, Iowa",0
"Allen County, Kansas",0
"Anderson County, Kansas",0
"Atchison County, Kansas",1
"Barber County, Kansas",0
"Barton County, Kansas",6
"Bourbon County, Kansas",0
"Brown County, Kansas",0
"Butler County, Kansas",4
"Chase County, Kansas",0
"Chautauqua County, Kansas",0
"Cherokee County, Kansas",6
"Cheyenne County, Kansas",0
"Clark County, Kansas",0
"Clay County, Kansas",0
"Cloud County, Kansas",0
"Coffey County, Kansas",1
"Comanche County, Kansas",1
"Cowley County, Kansas",1
"Crawford County, Kansas",1
"Decatur County, Kansas",0
"Dickinson County, Kansas",1
"Doniphan County, Kansas",1
"Douglas County, Kansas",7
"Edwards County, Kansas",1
"Elk County, Kansas",0
"Ellis County, Kansas",0
"Ellsworth County, Kansas",0
"Finney County, Kansas",2
"Ford County, Kansas",7
"Franklin County, Kansas",2
"Geary County, Kansas",14
"Gove County, Kansas",0
"Graham County, Kansas",0
"Grant County, Kansas",0
"Gray County, Kansas",2
"Greeley County, Kansas",0
"Greenwood County, Kansas",0
"Hamilton County, Kansas",1
"Harper County, Kansas",0
"Harvey County, Kansas",2
"Haskell County, Kansas",0
"Hodgeman County, Kansas",0
"Jackson County, Kansas",0
"Jefferson County, Kansas",1
"Jewell County, Kansas",0
"Johnson County, Kansas",73
"Kearny County, Kansas",0
"Kingman County, Kansas",0
"Kiowa County, Kansas",0
"Labette County, Kansas",0
"Lane County, Kansas",0
"Leavenworth County, Kansas",6
"Lincoln County, Kansas",0
"Linn County, Kansas",0
"Logan County, Kansas",0
"Lyon County, Kansas",1
"Mcpherson County, Kansas",0
"Marion County, Kansas",0
"Marshall County, Kansas",0
"Meade County, Kansas",0
"Miami County, Kansas",1
"Mitchell County, Kansas",0
"Montgomery County, Kansas",12
"Morris County, Kansas",1
"Morton County, Kansas",0
"Nemaha County, Kansas",0
"Neosho County, Kansas",0
"Ness County, Kansas",0
"Norton County, Kansas",0
"Osage County, Kansas",0
"Osborne County, Kansas",0
"Ottawa County, Kansas",0
"Pawnee County, Kansas",0
"Phillips County, Kansas",0
"Pottawatomie County, Kansas",0
"Pratt County, Kansas",0
"Rawlins County, Kansas",0
"Reno County, Kansas",1
"Republic County, Kansas",0
"Rice County, Kansas",0
"Riley County, Kansas",4
"Rooks County, Kansas",0
"Rush County, Kansas",0
"Russell County, Kansas",0
"Saline County, Kansas",8
"Scott County, Kansas",0
"Sedgwick County, Kansas",86
"Seward County, Kansas",1
"Shawnee County, Kansas",27
"Sheridan County, Kansas",0
"Sherman County, Kansas",1
"Smith County, Kansas",0
"Stafford County, Kansas",0
"Stanton County, Kansas",0
"Stevens County, Kansas",0
"Sumner County, Kansas",3
"Thomas County, Kansas",0
"Trego County, Kansas",1
"Wabaunsee County, Kansas",0
"Wallace County, Kansas",0
"Washington County, Kansas",0
"Wichita County, Kansas",1
"Wilson County, Kansas",0
"Woodson County, Kansas",0
"Wyandotte County, Kansas",58
